"Team","Opp","Player1","Player2","Player3","Salary","Proj","Value"
"CHC","TB - Wisler ( R )","Ian Happ","Nick Madrigal","Patrick Wisdom",12800,21,1.6
"WSH","ARI - Gilbert ( L )","Alcides Escobar","Josh Bell","Victor Robles",12300,21,1.7
"PHI","@COL - Freeland ( L )","Bryson Stott","Kyle Schwarber","Matt Vierling",12700,21,1.7
"LAA","@HOU - Valdez ( L )","Jack Mayfield","Mike Trout","Taylor Ward",12100,21,1.7
"LAA","@HOU - Valdez ( L )","Max Stassi","Mike Trout","Taylor Ward",13600,21,1.5
"HOU","LAA - Sandoval ( L )","Kyle Tucker","Niko Goodrum","Yuli Gurriel",12900,21,1.6
"SD","CIN - Sanmartin ( L )","Ha-Seong Kim","Manny Machado","Matt Beaty",9500,21,2.2
"CHC","TB - Wisler ( R )","Jonathan Villar","Nick Madrigal","Patrick Wisdom",13600,21,1.5
"OAK","BAL - Ellis ( R )","Billy McKinney","Sheldon Neuse","Tony Kemp",9300,21,2.3
"MIN","@KC - Hernandez ( R )","Luis Arraez","Ryan Jeffers","Trevor Larnach",6500,21,3.2
"CHC","TB - Wisler ( R )","Ian Happ","Patrick Wisdom","Yan Gomes",12400,21,1.7
"TEX","@SEA - Ray ( L )","Adolis Garcia","Andy Ibanez","Mitch Garver",11100,21,1.9
"TEX","@SEA - Ray ( L )","Charlie Culberson","Mitch Garver","Nate Lowe",10600,21,2
"MIL","PIT - Brubaker ( R )","Andrew McCutchen","Christian Yelich","Victor Caratini",12300,21,1.7
"CHC","TB - Wisler ( R )","Jonathan Villar","Patrick Wisdom","Yan Gomes",13200,21,1.6
"CIN","@SD - Musgrove ( R )","Aristides Aquino","Jake Fraley","Nick Senzel",6600,21,3.2
"BOS","TOR - Kikuchi ( L )","Enrique Hernandez","J.D. Martinez","Travis Shaw",13900,21,1.5
"TEX","@SEA - Ray ( L )","Adolis Garcia","Mitch Garver","Nick Solak",11600,21,1.8
"TB","@CHC - Steele ( L )","Harold Ramirez","Ji-Man Choi","Wander Franco",12900,21,1.6
"ARI","@WAS - Adon ( R )","Sergio Alcantara","Seth Beer","Yonny Hernandez",9800,21,2.1
"SD","CIN - Sanmartin ( L )","Jake Cronenworth","Matt Beaty","Trent Grisham",10200,21,2.1
"MIN","@KC - Hernandez ( R )","Max Kepler","Ryan Jeffers","Trevor Larnach",6900,21,3
"COL","PHI - Gibson ( R )","Alan Trejo","C.J. Cron","Sam Hilliard",9900,21,2.1
"COL","PHI - Gibson ( R )","C.J. Cron","Dom Nunez","Kris Bryant",12200,21,1.7
"SEA","TEX - Gray ( R )","Cal Raleigh","J.P. Crawford","Ty France",10600,21,2
"ATL","@LAD - Buehler ( R )","Dansby Swanson","Matt Olson","Travis d'Arnaud",7700,21,2.7
"CIN","@SD - Musgrove ( R )","Brandon Drury","Jake Fraley","Tommy Pham",6700,21,3.1
"LAD","ATL - Fried ( L )","Hanser Alberto","Mookie Betts","Trea Turner",13300,21,1.6
"TEX","@SEA - Ray ( L )","Adolis Garcia","Charlie Culberson","Corey Seager",11500,21,1.8
"CIN","@SD - Musgrove ( R )","Brandon Drury","Jake Fraley","Tyler Stephenson",6800,21,3.1
"MIL","PIT - Brubaker ( R )","Andrew McCutchen","Mike Brosseau","Willy Adames",12100,21,1.7
"MIL","PIT - Brubaker ( R )","Hunter Renfroe","Kolten Wong","Mike Brosseau",11800,21,1.8
"WSH","ARI - Gilbert ( L )","Alcides Escobar","Josh Bell","Riley Adams",11800,21,1.8
"OAK","BAL - Ellis ( R )","Cristian Pache","Kevin Smith","Sheldon Neuse",8400,21,2.5
"ATL","@LAD - Buehler ( R )","Alex Dickerson","Austin Riley","Travis d'Arnaud",6900,21,3
"WSH","ARI - Gilbert ( L )","Donovan Casey","Keibert Ruiz","Nelson Cruz",11000,21,1.9
"WSH","ARI - Gilbert ( L )","Keibert Ruiz","Lucius Fox","Nelson Cruz",11300,21,1.9
"SD","CIN - Sanmartin ( L )","C.J. Abrams","Trent Grisham","Wil Myers",9400,21,2.2
"WSH","ARI - Gilbert ( L )","Cesar Hernandez","Keibert Ruiz","Victor Robles",11100,21,1.9
"LAA","@HOU - Valdez ( L )","Anthony Rendon","Jack Mayfield","Mike Trout",12700,21,1.7
"LAA","@HOU - Valdez ( L )","Anthony Rendon","Max Stassi","Mike Trout",14200,21,1.5
"COL","PHI - Gibson ( R )","C.J. Cron","Sam Hilliard","Yonathan Daza",9500,21,2.2
"SD","CIN - Sanmartin ( L )","C.J. Abrams","Luke Voit","Trent Grisham",9600,21,2.2
"OAK","BAL - Ellis ( R )","Billy McKinney","Cristian Pache","Sean Murphy",9800,21,2.1
"LAA","@HOU - Valdez ( L )","Jo Adell","Kurt Suzuki","Taylor Ward",9900,21,2.1
"HOU","LAA - Sandoval ( L )","Jason Castro","Jose Altuve","Yordan Alvarez",13300,21,1.6
"MIL","PIT - Brubaker ( R )","Christian Yelich","Kolten Wong","Victor Caratini",12100,21,1.7
"OAK","BAL - Ellis ( R )","Billy McKinney","Kevin Smith","Tony Kemp",9100,21,2.3
"COL","PHI - Gibson ( R )","C.J. Cron","Charlie Blackmon","Dom Nunez",11600,20.9,1.8
"KC","MIN - Archer ( R )","Carlos Santana","Michael A. Taylor","Nicky Lopez",9600,20.9,2.2
"MIL","PIT - Brubaker ( R )","Christian Yelich","Jace Peterson","Keston Hiura",11500,20.9,1.8
"TB","@CHC - Steele ( L )","Josh Lowe","Kevin Kiermaier","Wander Franco",11100,20.9,1.9
"BOS","TOR - Kikuchi ( L )","Bobby Dalbec","Connor Wong","Rafael Devers",12600,20.9,1.7
"BOS","TOR - Kikuchi ( L )","Bobby Dalbec","Jackie Bradley","Rafael Devers",13200,20.9,1.6
"BOS","TOR - Kikuchi ( L )","Bobby Dalbec","Jonathan Arauz","Rafael Devers",12800,20.9,1.6
"COL","PHI - Gibson ( R )","Brendan Rodgers","Randal Grichuk","Ryan McMahon",11200,20.9,1.9
"KC","MIN - Archer ( R )","Adalberto Mondesi","Cam Gallagher","Salvador Perez",12700,20.9,1.6
"SD","CIN - Sanmartin ( L )","Austin Nola","C.J. Abrams","Trent Grisham",9900,20.9,2.1
"CHC","TB - Wisler ( R )","Ian Happ","Michael Hermosillo","Willson Contreras",12200,20.9,1.7
"OAK","BAL - Ellis ( R )","Cristian Pache","Seth Brown","Tony Kemp",9400,20.9,2.2
"BAL","@OAK - Irvin ( L )","Cedric Mullins","Chris Owings","Rougned Odor",10900,20.9,1.9
"ATL","@LAD - Buehler ( R )","Adam Duvall","Eddie Rosario","Marcell Ozuna",7200,20.9,2.9
"SEA","TEX - Gray ( R )","Abraham Toro","Cal Raleigh","J.P. Crawford",11300,20.9,1.9
"CHC","TB - Wisler ( R )","Jonathan Villar","Michael Hermosillo","Willson Contreras",13000,20.9,1.6
"HOU","LAA - Sandoval ( L )","Aledmys Diaz","Kyle Tucker","Yuli Gurriel",13000,20.9,1.6
"MIL","PIT - Brubaker ( R )","Kolten Wong","Mike Brosseau","Willy Adames",11900,20.9,1.8
"LAA","@HOU - Valdez ( L )","Andrew Velazquez","Matt Duffy","Taylor Ward",9300,20.9,2.2
"LAA","@HOU - Valdez ( L )","Kurt Suzuki","Taylor Ward","Tyler Wade",8900,20.9,2.3
"ARI","@WAS - Adon ( R )","Daulton Varsho","Jordan Luplow","Pavin Smith",9900,20.9,2.1
"BAL","@OAK - Irvin ( L )","Ramon Urias","Rougned Odor","Ryan Mountcastle",10100,20.9,2.1
"ATL","@LAD - Buehler ( R )","Alex Dickerson","Dansby Swanson","Ozzie Albies",7900,20.9,2.6
"TEX","@SEA - Ray ( L )","Eli White","Marcus Semien","Mitch Garver",11000,20.9,1.9
"WSH","ARI - Gilbert ( L )","Cesar Hernandez","Keibert Ruiz","Riley Adams",10600,20.9,2
"TB","@CHC - Steele ( L )","Brandon Lowe","Brett Phillips","Mike Zunino",13100,20.9,1.6
"TOR","@BOS - Eovaldi ( R )","Bo Bichette","Gosuke Katoh","Lourdes Gurriel",11100,20.9,1.9
"TOR","@BOS - Eovaldi ( R )","Bo Bichette","Lourdes Gurriel","Tyler Heineman",11100,20.9,1.9
"HOU","LAA - Sandoval ( L )","Niko Goodrum","Yordan Alvarez","Yuli Gurriel",13300,20.9,1.6
"TEX","@SEA - Ray ( L )","Andy Ibanez","Mitch Garver","Nick Solak",11100,20.9,1.9
"CIN","@SD - Musgrove ( R )","Kyle Farmer","Tommy Pham","Tyler Stephenson",8100,20.9,2.6
"PHI","@COL - Freeland ( L )","Garrett Stubbs","Kyle Schwarber","Matt Vierling",11300,20.9,1.8
"PHI","@COL - Freeland ( L )","Kyle Schwarber","Matt Vierling","Simon Muzziotti",11000,20.9,1.9
"ARI","@WAS - Adon ( R )","Carson Kelly","Christian Walker","Yonny Hernandez",10900,20.9,1.9
"LAD","ATL - Fried ( L )","Chris Taylor","Freddie Freeman","Gavin Lux",12500,20.9,1.7
"LAA","@HOU - Valdez ( L )","Anthony Rendon","Jo Adell","Kurt Suzuki",10500,20.9,2
"TEX","@SEA - Ray ( L )","Andy Ibanez","Charlie Culberson","Corey Seager",11000,20.9,1.9
"KC","MIN - Archer ( R )","Adalberto Mondesi","Edward Olivares","Salvador Perez",12600,20.9,1.7
"HOU","LAA - Sandoval ( L )","Alex Bregman","Jeremy Pena","Martin Maldonado",11200,20.9,1.9
"BAL","@OAK - Irvin ( L )","Chris Owings","Jorge Mateo","Ramon Urias",9000,20.9,2.3
"CIN","@SD - Musgrove ( R )","Aristides Aquino","Joey Votto","Nick Senzel",8000,20.9,2.6
"TB","@CHC - Steele ( L )","Francisco Mejia","Harold Ramirez","Wander Franco",12400,20.9,1.7
"MIL","PIT - Brubaker ( R )","Andrew McCutchen","Kolten Wong","Victor Caratini",11600,20.9,1.8
"HOU","LAA - Sandoval ( L )","Jose Siri","Martin Maldonado","Michael Brantley",9600,20.9,2.2
"MIL","PIT - Brubaker ( R )","Andrew McCutchen","Jace Peterson","Keston Hiura",11000,20.9,1.9
"ATL","@LAD - Buehler ( R )","Austin Riley","Marcell Ozuna","Travis d'Arnaud",7600,20.9,2.7
"TEX","@SEA - Ray ( L )","Charlie Culberson","Corey Seager","Nick Solak",11500,20.9,1.8
"CIN","@SD - Musgrove ( R )","Brandon Drury","Joey Votto","Tommy Pham",8100,20.9,2.6
"TOR","@BOS - Eovaldi ( R )","Cavan Biggio","George Springer","Santiago Espinal",10300,20.9,2
"MIL","PIT - Brubaker ( R )","Keston Hiura","Lorenzo Cain","Omar Narvaez",10000,20.9,2.1
"CIN","@SD - Musgrove ( R )","Brandon Drury","Joey Votto","Tyler Stephenson",8200,20.9,2.5
"WSH","ARI - Gilbert ( L )","Lane Thomas","Maikel Franco","Victor Robles",9400,20.8,2.2
"TB","@CHC - Steele ( L )","Brandon Lowe","Ji-Man Choi","Mike Zunino",14200,20.8,1.5
"SD","CIN - Sanmartin ( L )","Luke Voit","Matt Beaty","Wil Myers",8500,20.8,2.5
"TB","@CHC - Steele ( L )","Brett Phillips","Manuel Margot","Randy Arozarena",10700,20.8,1.9
"LAA","@HOU - Valdez ( L )","Andrew Velazquez","Anthony Rendon","Matt Duffy",9900,20.8,2.1
"LAA","@HOU - Valdez ( L )","Anthony Rendon","Kurt Suzuki","Tyler Wade",9500,20.8,2.2
"ARI","@WAS - Adon ( R )","Carson Kelly","Cooper Hummel","Ketel Marte",12200,20.8,1.7
"ARI","@WAS - Adon ( R )","Carson Kelly","Jake McCarthy","Ketel Marte",11800,20.8,1.8
"ARI","@WAS - Adon ( R )","Carson Kelly","Jose Herrera","Ketel Marte",11100,20.8,1.9
"TOR","@BOS - Eovaldi ( R )","Alejandro Kirk","Santiago Espinal","Zack Collins",7600,20.8,2.7
"OAK","BAL - Ellis ( R )","Christian Bethancourt","Elvis Andrus","Seth Brown",8700,20.8,2.4
"BAL","@OAK - Irvin ( L )","Anthony Bemboom","Cedric Mullins","Ryan Mountcastle",10600,20.8,2
"COL","PHI - Gibson ( R )","C.J. Cron","Jose Iglesias","Randal Grichuk",11400,20.8,1.8
"BOS","TOR - Kikuchi ( L )","Connor Wong","Enrique Hernandez","Rafael Devers",13200,20.8,1.6
"BOS","TOR - Kikuchi ( L )","Enrique Hernandez","Jackie Bradley","Rafael Devers",13800,20.8,1.5
"BOS","TOR - Kikuchi ( L )","Enrique Hernandez","Jonathan Arauz","Rafael Devers",13400,20.8,1.6
"HOU","LAA - Sandoval ( L )","Alex Bregman","Chas McCormick","Jeremy Pena",11800,20.8,1.8
"CHC","TB - Wisler ( R )","Ian Happ","Patrick Wisdom","Seiya Suzuki",14500,20.8,1.4
"TOR","@BOS - Eovaldi ( R )","Bo Bichette","Gosuke Katoh","Raimel Tapia",10200,20.8,2
"TOR","@BOS - Eovaldi ( R )","Bo Bichette","Raimel Tapia","Tyler Heineman",10200,20.8,2
"TOR","@BOS - Eovaldi ( R )","Cavan Biggio","George Springer","Zack Collins",10600,20.8,2
"MIN","@KC - Hernandez ( R )","Luis Arraez","Miguel Sano","Ryan Jeffers",7000,20.8,3
"HOU","LAA - Sandoval ( L )","Chas McCormick","Jose Siri","Michael Brantley",10200,20.8,2
"SD","CIN - Sanmartin ( L )","Austin Nola","Matt Beaty","Wil Myers",8800,20.8,2.4
"CHC","TB - Wisler ( R )","Jonathan Villar","Patrick Wisdom","Seiya Suzuki",15300,20.8,1.4
"ARI","@WAS - Adon ( R )","Christian Walker","Cooper Hummel","Daulton Varsho",10100,20.8,2.1
"ARI","@WAS - Adon ( R )","Christian Walker","Daulton Varsho","Jake McCarthy",9700,20.8,2.1
"ARI","@WAS - Adon ( R )","Christian Walker","Daulton Varsho","Jose Herrera",9000,20.8,2.3
"SD","CIN - Sanmartin ( L )","Austin Nola","Luke Voit","Matt Beaty",9000,20.8,2.3
"BAL","@OAK - Irvin ( L )","Cedric Mullins","Jorge Mateo","Rougned Odor",10500,20.8,2
"MIN","@KC - Hernandez ( R )","Gilberto Celestino","Jorge Polanco","Luis Arraez",8100,20.8,2.6
"MIN","@KC - Hernandez ( R )","Jorge Polanco","Kyle Garlick","Luis Arraez",8100,20.8,2.6
"COL","PHI - Gibson ( R )","Alan Trejo","C.J. Cron","Kris Bryant",11700,20.8,1.8
"WSH","ARI - Gilbert ( L )","Lane Thomas","Maikel Franco","Riley Adams",8900,20.8,2.3
"MIN","@KC - Hernandez ( R )","Byron Buxton","Jorge Polanco","Trevor Larnach",11400,20.8,1.8
"MIN","@KC - Hernandez ( R )","Max Kepler","Miguel Sano","Ryan Jeffers",7400,20.8,2.8
"HOU","LAA - Sandoval ( L )","Aledmys Diaz","Yordan Alvarez","Yuli Gurriel",13400,20.8,1.6
"MIL","PIT - Brubaker ( R )","Jace Peterson","Keston Hiura","Kolten Wong",10800,20.8,1.9
"ATL","@LAD - Buehler ( R )","Dansby Swanson","Marcell Ozuna","Ozzie Albies",8600,20.8,2.4
"WSH","ARI - Gilbert ( L )","Donovan Casey","Juan Soto","Maikel Franco",11300,20.8,1.8
"WSH","ARI - Gilbert ( L )","Juan Soto","Lucius Fox","Maikel Franco",11600,20.8,1.8
"TB","@CHC - Steele ( L )","Brett Phillips","Mike Zunino","Yandy Diaz",12000,20.8,1.7
"TB","@CHC - Steele ( L )","Ji-Man Choi","Manuel Margot","Randy Arozarena",11800,20.8,1.8
"LAA","@HOU - Valdez ( L )","Jared Walsh","Kurt Suzuki","Mike Trout",12600,20.8,1.6
"ARI","@WAS - Adon ( R )","Daulton Varsho","Jordan Luplow","Seth Beer",10300,20.8,2
"HOU","LAA - Sandoval ( L )","Jason Castro","Kyle Tucker","Yordan Alvarez",12900,20.8,1.6
"SD","CIN - Sanmartin ( L )","C.J. Abrams","Eric Hosmer","Manny Machado",10200,20.8,2
"CIN","@SD - Musgrove ( R )","Jake Fraley","Kyle Farmer","Nick Senzel",7400,20.8,2.8
"MIL","PIT - Brubaker ( R )","Andrew McCutchen","Christian Yelich","Mike Brosseau",12200,20.8,1.7
"MIN","@KC - Hernandez ( R )","Gilberto Celestino","Jorge Polanco","Max Kepler",8500,20.8,2.4
"MIN","@KC - Hernandez ( R )","Jorge Polanco","Kyle Garlick","Max Kepler",8500,20.8,2.4
"LAA","@HOU - Valdez ( L )","Andrew Velazquez","Jack Mayfield","Shohei Ohtani",10500,20.8,2
"LAA","@HOU - Valdez ( L )","Andrew Velazquez","Max Stassi","Shohei Ohtani",12000,20.8,1.7
"MIN","@KC - Hernandez ( R )","Carlos Correa","Gary Sanchez","Ryan Jeffers",8900,20.8,2.3
"LAD","ATL - Fried ( L )","Cody Bellinger","Freddie Freeman","Gavin Lux",11500,20.8,1.8
"SEA","TEX - Gray ( R )","Adam Frazier","Cal Raleigh","Julio Rodriguez",10400,20.8,2
"OAK","BAL - Ellis ( R )","Elvis Andrus","Seth Brown","Sheldon Neuse",9800,20.8,2.1
"ATL","@LAD - Buehler ( R )","Austin Riley","Eddie Rosario","Travis d'Arnaud",7200,20.8,2.9
"COL","PHI - Gibson ( R )","C.J. Cron","Kris Bryant","Yonathan Daza",11300,20.8,1.8
"ATL","@LAD - Buehler ( R )","Alex Dickerson","Eddie Rosario","Marcell Ozuna",7000,20.8,3
"ARI","@WAS - Adon ( R )","Christian Walker","Jordan Luplow","Ketel Marte",11700,20.8,1.8
"TOR","@BOS - Eovaldi ( R )","George Springer","Gosuke Katoh","Vladimir Guerrero Jr.",12900,20.7,1.6
"TOR","@BOS - Eovaldi ( R )","George Springer","Tyler Heineman","Vladimir Guerrero Jr.",12900,20.7,1.6
"COL","PHI - Gibson ( R )","Alan Trejo","C.J. Cron","Charlie Blackmon",11100,20.7,1.9
"HOU","LAA - Sandoval ( L )","Alex Bregman","Jose Altuve","Niko Goodrum",14800,20.7,1.4
"SD","CIN - Sanmartin ( L )","C.J. Abrams","Ha-Seong Kim","Manny Machado",9800,20.7,2.1
"COL","PHI - Gibson ( R )","Connor Joe","Elias Diaz","Randal Grichuk",11400,20.7,1.8
"HOU","LAA - Sandoval ( L )","Chas McCormick","Jose Altuve","Martin Maldonado",10900,20.7,1.9
"BAL","@OAK - Irvin ( L )","Austin Hays","Rougned Odor","Trey Mancini",9200,20.7,2.3
"BOS","TOR - Kikuchi ( L )","Bobby Dalbec","Rafael Devers","Travis Shaw",13500,20.7,1.5
"ATL","@LAD - Buehler ( R )","Adam Duvall","Austin Riley","Dansby Swanson",7400,20.7,2.8
"LAD","ATL - Fried ( L )","Freddie Freeman","Gavin Lux","Max Muncy",13700,20.7,1.5
"TB","@CHC - Steele ( L )","Ji-Man Choi","Mike Zunino","Yandy Diaz",13100,20.7,1.6
"LAA","@HOU - Valdez ( L )","Jo Adell","Taylor Ward","Tyler Wade",9800,20.7,2.1
"SEA","TEX - Gray ( R )","Cal Raleigh","Eugenio Suarez","Jarred Kelenic",10000,20.7,2.1
"WSH","ARI - Gilbert ( L )","Cesar Hernandez","Donovan Casey","Yadiel Hernandez",8800,20.7,2.4
"WSH","ARI - Gilbert ( L )","Cesar Hernandez","Lucius Fox","Yadiel Hernandez",9100,20.7,2.3
"TB","@CHC - Steele ( L )","Brandon Lowe","Brett Phillips","Yandy Diaz",12900,20.7,1.6
"TB","@CHC - Steele ( L )","Brandon Lowe","Francisco Mejia","Mike Zunino",13700,20.7,1.5
"ARI","@WAS - Adon ( R )","Christian Walker","Sergio Alcantara","Yonny Hernandez",9600,20.7,2.2
"MIN","@KC - Hernandez ( R )","Carlos Correa","Nick Gordon","Ryan Jeffers",8400,20.7,2.5
"COL","PHI - Gibson ( R )","C.J. Cron","Charlie Blackmon","Yonathan Daza",10700,20.7,1.9
"SD","CIN - Sanmartin ( L )","C.J. Abrams","Jake Cronenworth","Trent Grisham",10500,20.7,2
"CHC","TB - Wisler ( R )","Ian Happ","Nico Hoerner","Patrick Wisdom",12700,20.7,1.6
"CIN","@SD - Musgrove ( R )","Aristides Aquino","Jake Fraley","Kyle Farmer",6900,20.7,3
"CIN","@SD - Musgrove ( R )","Aristides Aquino","Nick Senzel","Tommy Pham",7100,20.7,2.9
"MIL","PIT - Brubaker ( R )","Christian Yelich","Kolten Wong","Mike Brosseau",12000,20.7,1.7
"ATL","@LAD - Buehler ( R )","Dansby Swanson","Eddie Rosario","Ozzie Albies",8200,20.7,2.5
"CHC","TB - Wisler ( R )","Frank Schwindel","Ian Happ","Michael Hermosillo",11500,20.7,1.8
"CHC","TB - Wisler ( R )","Jonathan Villar","Nico Hoerner","Patrick Wisdom",13500,20.7,1.5
"CIN","@SD - Musgrove ( R )","Aristides Aquino","Nick Senzel","Tyler Stephenson",7200,20.7,2.9
"CHC","TB - Wisler ( R )","Frank Schwindel","Jonathan Villar","Michael Hermosillo",12300,20.7,1.7
"OAK","BAL - Ellis ( R )","Billy McKinney","Cristian Pache","Tony Kemp",8600,20.7,2.4
"BAL","@OAK - Irvin ( L )","Robinson Chirinos","Rougned Odor","Trey Mancini",8400,20.7,2.5
"BOS","TOR - Kikuchi ( L )","Bobby Dalbec","Connor Wong","Enrique Hernandez",11900,20.7,1.7
"BOS","TOR - Kikuchi ( L )","Bobby Dalbec","Enrique Hernandez","Jackie Bradley",12500,20.7,1.7
"BOS","TOR - Kikuchi ( L )","Bobby Dalbec","Enrique Hernandez","Jonathan Arauz",12100,20.7,1.7
"MIL","PIT - Brubaker ( R )","Hunter Renfroe","Rowdy Tellez","Victor Caratini",10700,20.7,1.9
"OAK","BAL - Ellis ( R )","Elvis Andrus","Kevin Smith","Seth Brown",9600,20.7,2.2
"CIN","@SD - Musgrove ( R )","Brandon Drury","Tommy Pham","Tyler Stephenson",7300,20.7,2.8
"SD","CIN - Sanmartin ( L )","Jurickson Profar","Manny Machado","Matt Beaty",9400,20.7,2.2
"CIN","@SD - Musgrove ( R )","Jake Fraley","Joey Votto","Mike Moustakas",7700,20.7,2.7
"ARI","@WAS - Adon ( R )","Cooper Hummel","Ketel Marte","Sergio Alcantara",10900,20.7,1.9
"ARI","@WAS - Adon ( R )","Jake McCarthy","Ketel Marte","Sergio Alcantara",10500,20.7,2
"ARI","@WAS - Adon ( R )","Jose Herrera","Ketel Marte","Sergio Alcantara",9800,20.7,2.1
"TOR","@BOS - Eovaldi ( R )","Bradley Zimmer","Lourdes Gurriel","Vladimir Guerrero Jr.",13100,20.7,1.6
"MIN","@KC - Hernandez ( R )","Gio Urshela","Luis Arraez","Ryan Jeffers",6600,20.7,3.1
"KC","MIN - Archer ( R )","Adalberto Mondesi","Ryan O'Hearn","Whit Merrifield",12000,20.7,1.7
"SEA","TEX - Gray ( R )","Cal Raleigh","Julio Rodriguez","Ty France",9900,20.7,2.1
"LAA","@HOU - Valdez ( L )","Anthony Rendon","Jo Adell","Tyler Wade",10400,20.7,2
"TB","@CHC - Steele ( L )","Brandon Lowe","Ji-Man Choi","Yandy Diaz",14000,20.6,1.5
"TOR","@BOS - Eovaldi ( R )","Alejandro Kirk","Cavan Biggio","Lourdes Gurriel",10100,20.6,2
"LAD","ATL - Fried ( L )","Austin Barnes","Mookie Betts","Trea Turner",14100,20.6,1.5
"TB","@CHC - Steele ( L )","Francisco Mejia","Manuel Margot","Randy Arozarena",11300,20.6,1.8
"CHC","TB - Wisler ( R )","Clint Frazier","Ian Happ","Nick Madrigal",11700,20.6,1.8
"CIN","@SD - Musgrove ( R )","Joey Votto","Kyle Farmer","Nick Senzel",8800,20.6,2.3
"TB","@CHC - Steele ( L )","Harold Ramirez","Josh Lowe","Randy Arozarena",11600,20.6,1.8
"MIN","@KC - Hernandez ( R )","Gio Urshela","Max Kepler","Ryan Jeffers",7000,20.6,2.9
"MIL","PIT - Brubaker ( R )","Andrew McCutchen","Kolten Wong","Mike Brosseau",11500,20.6,1.8
"CHC","TB - Wisler ( R )","Clint Frazier","Jonathan Villar","Nick Madrigal",12500,20.6,1.7
"TEX","@SEA - Ray ( L )","Adolis Garcia","Charlie Culberson","Mitch Garver",10700,20.6,1.9
"BOS","TOR - Kikuchi ( L )","Enrique Hernandez","Rafael Devers","Travis Shaw",14100,20.6,1.5
"CHC","TB - Wisler ( R )","Clint Frazier","Ian Happ","Yan Gomes",11300,20.6,1.8
"HOU","LAA - Sandoval ( L )","Aledmys Diaz","Alex Bregman","Jose Altuve",14900,20.6,1.4
"HOU","LAA - Sandoval ( L )","Jason Castro","Jose Altuve","Yuli Gurriel",11900,20.6,1.7
"MIL","PIT - Brubaker ( R )","Rowdy Tellez","Victor Caratini","Willy Adames",10800,20.6,1.9
"CHC","TB - Wisler ( R )","Clint Frazier","Jonathan Villar","Yan Gomes",12100,20.6,1.7
"ATL","@LAD - Buehler ( R )","Adam Duvall","Alex Dickerson","Travis d'Arnaud",6200,20.6,3.3
"COL","PHI - Gibson ( R )","C.J. Cron","Dom Nunez","Ryan McMahon",12000,20.6,1.7
"KC","MIN - Archer ( R )","Bobby Witt Jr.","Ryan O'Hearn","Salvador Perez",10900,20.6,1.9
"OAK","BAL - Ellis ( R )","Billy McKinney","Christian Bethancourt","Elvis Andrus",7900,20.6,2.6
"LAA","@HOU - Valdez ( L )","Jared Walsh","Jo Adell","Mike Trout",13500,20.6,1.5
"KC","MIN - Archer ( R )","Adalberto Mondesi","Kyle Isbel","Whit Merrifield",11900,20.6,1.7
"SD","CIN - Sanmartin ( L )","Jake Cronenworth","Matt Beaty","Wil Myers",9400,20.6,2.2
"MIN","@KC - Hernandez ( R )","Byron Buxton","Jorge Polanco","Miguel Sano",11900,20.6,1.7
"PHI","@COL - Freeland ( L )","Alec Bohm","Bryson Stott","Nick Castellanos",14100,20.6,1.5
"WSH","ARI - Gilbert ( L )","Cesar Hernandez","Donovan Casey","Josh Bell",10700,20.6,1.9
"WSH","ARI - Gilbert ( L )","Cesar Hernandez","Josh Bell","Lucius Fox",11000,20.6,1.9
"TB","@CHC - Steele ( L )","Francisco Mejia","Mike Zunino","Yandy Diaz",12600,20.6,1.6
"SD","CIN - Sanmartin ( L )","Jake Cronenworth","Luke Voit","Matt Beaty",9600,20.6,2.1
"SEA","TEX - Gray ( R )","Abraham Toro","Cal Raleigh","Julio Rodriguez",10600,20.6,1.9
"SEA","TEX - Gray ( R )","Cal Raleigh","Eugenio Suarez","J.P. Crawford",10600,20.6,1.9
"WSH","ARI - Gilbert ( L )","Keibert Ruiz","Maikel Franco","Victor Robles",10300,20.6,2
"LAA","@HOU - Valdez ( L )","Andrew Velazquez","Kurt Suzuki","Taylor Ward",8400,20.6,2.4
"TOR","@BOS - Eovaldi ( R )","Bradley Zimmer","Raimel Tapia","Vladimir Guerrero Jr.",12200,20.6,1.7
"MIN","@KC - Hernandez ( R )","Byron Buxton","Carlos Correa","Luis Arraez",12600,20.6,1.6
"HOU","LAA - Sandoval ( L )","Alex Bregman","Kyle Tucker","Niko Goodrum",14400,20.6,1.4
"HOU","LAA - Sandoval ( L )","Chas McCormick","Kyle Tucker","Martin Maldonado",10500,20.6,2
"CIN","@SD - Musgrove ( R )","Aristides Aquino","Joey Votto","Kyle Farmer",8300,20.6,2.5
"ARI","@WAS - Adon ( R )","Carson Kelly","Cooper Hummel","Daulton Varsho",10600,20.6,1.9
"ARI","@WAS - Adon ( R )","Carson Kelly","Daulton Varsho","Jake McCarthy",10200,20.6,2
"ARI","@WAS - Adon ( R )","Carson Kelly","Daulton Varsho","Jose Herrera",9500,20.6,2.2
"ATL","@LAD - Buehler ( R )","Alex Dickerson","Austin Riley","Dansby Swanson",7200,20.6,2.9
"CIN","@SD - Musgrove ( R )","Brandon Drury","Jake Fraley","Nick Senzel",6600,20.6,3.1
"TOR","@BOS - Eovaldi ( R )","Alejandro Kirk","Cavan Biggio","Raimel Tapia",9200,20.6,2.2
"TOR","@BOS - Eovaldi ( R )","Bo Bichette","Bradley Zimmer","Matt Chapman",12300,20.6,1.7
