"Team","Opp","Player1","Player2","Salary","Proj","Value"
"PIT","@MIL - Lauer ( L )","Kevin Newman","Roberto Perez",7400,12.1,1.6
"COL","PHI - Nola ( R )","Colton Welker","Kris Bryant",6400,12,1.9
"PHI","@COL - Kuhl ( R )","Johan Camargo","Simon Muzziotti",5200,12,2.3
"OAK","BAL - Watkins ( R )","Drew Jackson","Tony Kemp",5600,12,2.1
"PIT","@MIL - Lauer ( L )","Diego Castillo","Roberto Perez",6000,12,2
"NYM","SF - Cobb ( R )","Mark Canha","Starling Marte",9300,12,1.3
"CHC","TB - McClanahan ( L )","Jonathan Villar","Seiya Suzuki",9500,12,1.3
"PIT","@MIL - Lauer ( L )","Ben Gamel","Michael Chavis",6200,12,1.9
"OAK","BAL - Watkins ( R )","Elvis Andrus","Kevin Smith",6200,12,1.9
"OAK","BAL - Watkins ( R )","Christian Bethancourt","Tony Kemp",5600,12,2.1
"OAK","BAL - Watkins ( R )","Sean Murphy","Stephen Vogt",8000,12,1.5
"OAK","BAL - Watkins ( R )","Seth Brown","Stephen Vogt",6600,12,1.8
"COL","PHI - Nola ( R )","Elias Diaz","Sam Hilliard",6400,11.9,1.9
"BAL","@OAK - Montas ( R )","Anthony Bemboom","Cedric Mullins",7000,11.9,1.7
"CIN","@SD - Manaea ( L )","Jake Fraley","Kyle Farmer",5100,11.9,2.3
"TB","@CHC - Hendricks ( R )","Brett Phillips","Ji-Man Choi",6600,11.9,1.8
"PHI","@COL - Kuhl ( R )","Alec Bohm","Matt Vierling",6300,11.9,1.9
"OAK","BAL - Watkins ( R )","Stephen Piscotty","Tony Kemp",6800,11.9,1.8
"MIL","PIT - Thompson ( R )","Jace Peterson","Tyrone Taylor",6500,11.9,1.8
"COL","PHI - Nola ( R )","Alan Trejo","Ryan McMahon",6800,11.9,1.8
"SD","CIN - Lodolo ( L )","C.J. Abrams","Ha-Seong Kim",5200,11.9,2.3
"SF","@NYM - Megill ( R )","Austin Slater","Mike Yastrzemski",7400,11.9,1.6
"OAK","BAL - Watkins ( R )","Drew Jackson","Sean Murphy",6800,11.9,1.8
"OAK","BAL - Watkins ( R )","Drew Jackson","Seth Brown",5400,11.9,2.2
"CIN","@SD - Manaea ( L )","Joey Votto","Tyler Naquin",6600,11.9,1.8
"MIL","PIT - Thompson ( R )","Omar Narvaez","Tyrone Taylor",6500,11.9,1.8
"OAK","BAL - Watkins ( R )","Christian Bethancourt","Sean Murphy",6800,11.9,1.7
"OAK","BAL - Watkins ( R )","Christian Bethancourt","Seth Brown",5400,11.9,2.2
"CHC","TB - McClanahan ( L )","Rafael Ortega","Seiya Suzuki",9100,11.8,1.3
"MIL","PIT - Thompson ( R )","Hunter Renfroe","Keston Hiura",7800,11.8,1.5
"CIN","@SD - Manaea ( L )","Brandon Drury","Mike Moustakas",4200,11.8,2.8
"OAK","BAL - Watkins ( R )","Sean Murphy","Stephen Piscotty",8000,11.8,1.5
"OAK","BAL - Watkins ( R )","Seth Brown","Stephen Piscotty",6600,11.8,1.8
"COL","PHI - Nola ( R )","C.J. Cron","Colton Welker",6600,11.8,1.8
"ATL","@LAD - Kershaw ( L )","Manny Pina","Marcell Ozuna",6400,11.8,1.8
"NYM","SF - Cobb ( R )","J.D. Davis","Starling Marte",9300,11.8,1.3
"SF","@NYM - Megill ( R )","Austin Slater","Brandon Crawford",8400,11.8,1.4
"LAD","ATL - Ynoa ( R )","Hanser Alberto","Trea Turner",7800,11.8,1.5
"CHC","TB - McClanahan ( L )","Jason Heyward","Nick Madrigal",7100,11.8,1.7
"SF","@NYM - Megill ( R )","Mike Yastrzemski","Tommy La Stella",6800,11.8,1.7
"OAK","BAL - Watkins ( R )","Austin Allen","Tony Kemp",6100,11.8,1.9
"COL","PHI - Nola ( R )","Alan Trejo","Charlie Blackmon",6400,11.8,1.8
"PIT","@MIL - Lauer ( L )","Roberto Perez","Yoshi Tsutsugo",7000,11.7,1.7
"CHC","TB - McClanahan ( L )","Frank Schwindel","Jason Heyward",7500,11.7,1.6
"NYM","SF - Cobb ( R )","Luis Guillorme","Starling Marte",8100,11.7,1.4
"NYM","SF - Cobb ( R )","Pete Alonso","Tomas Nido",7700,11.7,1.5
"COL","PHI - Nola ( R )","Alan Trejo","Randal Grichuk",5600,11.7,2.1
"NYM","SF - Cobb ( R )","Francisco Lindor","Tomas Nido",8200,11.7,1.4
"SF","@NYM - Megill ( R )","Curt Casali","Mike Yastrzemski",6900,11.7,1.7
"TB","@CHC - Hendricks ( R )","Brett Phillips","Randy Arozarena",7700,11.7,1.5
"TB","@CHC - Hendricks ( R )","Francisco Mejia","Taylor Walls",6100,11.7,1.9
"LAD","ATL - Ynoa ( R )","Hanser Alberto","Will Smith",6100,11.7,1.9
"COL","PHI - Nola ( R )","Kris Bryant","Yonathan Daza",6300,11.6,1.8
"ATL","@LAD - Kershaw ( L )","Guillermo Heredia","Ozzie Albies",7000,11.6,1.7
"CHC","TB - McClanahan ( L )","Clint Frazier","Jason Heyward",6800,11.6,1.7
"LAD","ATL - Ynoa ( R )","Austin Barnes","Chris Taylor",7000,11.6,1.7
"OAK","BAL - Watkins ( R )","Austin Allen","Sean Murphy",7300,11.6,1.6
"OAK","BAL - Watkins ( R )","Austin Allen","Seth Brown",5900,11.6,2
"PIT","@MIL - Lauer ( L )","Hoy Park","Michael Chavis",5800,11.6,2
"NYM","SF - Cobb ( R )","Matt Reynolds","Starling Marte",8100,11.6,1.4
"NYM","SF - Cobb ( R )","Nick Plummer","Starling Marte",8100,11.6,1.4
"SF","@NYM - Megill ( R )","Brandon Crawford","Tommy La Stella",7800,11.6,1.5
"LAD","ATL - Ynoa ( R )","Hanser Alberto","Mookie Betts",7300,11.6,1.6
"HOU","LAA - Lorenzen ( R )","Jose Siri","Yordan Alvarez",8600,11.6,1.3
"SF","@NYM - Megill ( R )","Luke Williams","Mike Yastrzemski",6400,11.6,1.8
"TB","@CHC - Hendricks ( R )","Harold Ramirez","Wander Franco",9100,11.6,1.3
"ATL","@LAD - Kershaw ( L )","Alex Dickerson","Eddie Rosario",6600,11.5,1.7
"SF","@NYM - Megill ( R )","Brandon Crawford","Curt Casali",7900,11.5,1.5
"OAK","BAL - Watkins ( R )","Jed Lowrie","Stephen Vogt",6900,11.5,1.7
"CHC","TB - McClanahan ( L )","Jonathan Villar","Michael Hermosillo",7400,11.5,1.6
"CHC","TB - McClanahan ( L )","Jason Heyward","Patrick Wisdom",7900,11.5,1.5
"CIN","@SD - Manaea ( L )","Kyle Farmer","Tyler Naquin",5800,11.5,2
"SF","@NYM - Megill ( R )","Mauricio Dubon","Mike Yastrzemski",7200,11.5,1.6
"NYM","SF - Cobb ( R )","Brandon Nimmo","Pete Alonso",9000,11.5,1.3
"PIT","@MIL - Lauer ( L )","Dan Vogelbach","Jake Marisnick",7200,11.5,1.6
"OAK","BAL - Watkins ( R )","Drew Jackson","Jed Lowrie",5700,11.5,2
"SF","@NYM - Megill ( R )","Brandon Crawford","Luke Williams",7400,11.4,1.5
"NYM","SF - Cobb ( R )","Brandon Nimmo","Francisco Lindor",9500,11.4,1.2
"MIL","PIT - Thompson ( R )","Christian Yelich","Keston Hiura",8000,11.4,1.4
"COL","PHI - Nola ( R )","Colton Welker","Connor Joe",6200,11.4,1.8
"COL","PHI - Nola ( R )","Alan Trejo","Brendan Rodgers",6300,11.4,1.8
"CIN","@SD - Manaea ( L )","Jake Fraley","Mike Moustakas",4400,11.4,2.6
"NYM","SF - Cobb ( R )","Mark Canha","Pete Alonso",8400,11.4,1.4
"LAD","ATL - Ynoa ( R )","Austin Barnes","Justin Turner",6800,11.4,1.7
"OAK","BAL - Watkins ( R )","Christian Bethancourt","Jed Lowrie",5700,11.4,2
"OAK","BAL - Watkins ( R )","Chad Pinder","Kevin Smith",5800,11.4,2
"SD","CIN - Lodolo ( L )","Jose Azocar","Manny Machado",6700,11.4,1.7
"COL","PHI - Nola ( R )","C.J. Cron","Yonathan Daza",6500,11.4,1.8
"COL","PHI - Nola ( R )","Dom Nunez","Elias Diaz",6700,11.4,1.7
"NYM","SF - Cobb ( R )","Francisco Lindor","Mark Canha",8900,11.4,1.3
"ATL","@LAD - Kershaw ( L )","Alex Dickerson","Dansby Swanson",6700,11.4,1.7
"CHC","TB - McClanahan ( L )","Michael Hermosillo","Rafael Ortega",7000,11.4,1.6
"SF","@NYM - Megill ( R )","Brandon Crawford","Mauricio Dubon",8200,11.4,1.4
"OAK","BAL - Watkins ( R )","Jed Lowrie","Stephen Piscotty",6900,11.4,1.6
"PIT","@MIL - Lauer ( L )","Ben Gamel","Jake Marisnick",5500,11.4,2.1
"HOU","LAA - Lorenzen ( R )","Jeremy Pena","Martin Maldonado",5600,11.4,2
"LAD","ATL - Ynoa ( R )","Freddie Freeman","Hanser Alberto",7000,11.3,1.6
"CIN","@SD - Manaea ( L )","Brandon Drury","Jake Fraley",4200,11.3,2.7
"MIL","PIT - Thompson ( R )","Hunter Renfroe","Victor Caratini",7600,11.3,1.5
"TB","@CHC - Hendricks ( R )","Harold Ramirez","Ji-Man Choi",7700,11.3,1.5
"CHC","TB - McClanahan ( L )","Ian Happ","Jason Heyward",7200,11.3,1.6
"PIT","@MIL - Lauer ( L )","Cole Tucker","Roberto Perez",6300,11.3,1.8
"LAD","ATL - Ynoa ( R )","Austin Barnes","Cody Bellinger",6000,11.3,1.9
"CIN","@SD - Manaea ( L )","Aramis Garcia","Jonathan India",5800,11.2,1.9
"COL","PHI - Nola ( R )","Jose Iglesias","Sam Hilliard",6300,11.2,1.8
"SD","CIN - Lodolo ( L )","Eric Hosmer","Jurickson Profar",5900,11.2,1.9
"LAA","@HOU - Garcia ( R )","Jared Walsh","Matt Duffy",8100,11.2,1.4
"TB","@CHC - Hendricks ( R )","Brett Phillips","Mike Zunino",7500,11.2,1.5
"OAK","BAL - Watkins ( R )","Austin Allen","Jed Lowrie",6200,11.2,1.8
"NYM","SF - Cobb ( R )","J.D. Davis","Pete Alonso",8400,11.2,1.3
"HOU","LAA - Lorenzen ( R )","Jose Siri","Michael Brantley",7100,11.2,1.6
"HOU","LAA - Lorenzen ( R )","Aledmys Diaz","Yordan Alvarez",9300,11.2,1.2
"HOU","LAA - Lorenzen ( R )","Jose Altuve","Jose Siri",8600,11.2,1.3
"NYM","SF - Cobb ( R )","Francisco Lindor","J.D. Davis",8900,11.2,1.3
"ATL","@LAD - Kershaw ( L )","Eddie Rosario","Manny Pina",6000,11.2,1.9
"MIL","PIT - Thompson ( R )","Keston Hiura","Willy Adames",7900,11.2,1.4
"LAA","@HOU - Garcia ( R )","Jared Walsh","Kurt Suzuki",7100,11.1,1.6
"NYM","SF - Cobb ( R )","Luis Guillorme","Pete Alonso",7200,11.1,1.5
"MIL","PIT - Thompson ( R )","Hunter Renfroe","Mike Brosseau",7600,11.1,1.5
"HOU","LAA - Lorenzen ( R )","Jason Castro","Yordan Alvarez",7800,11.1,1.4
"CIN","@SD - Manaea ( L )","Aramis Garcia","Tommy Pham",4800,11.1,2.3
"LAA","@HOU - Garcia ( R )","Jack Mayfield","Jared Walsh",7200,11.1,1.5
"NYM","SF - Cobb ( R )","Francisco Lindor","Luis Guillorme",7700,11.1,1.4
"SD","CIN - Lodolo ( L )","Jurickson Profar","Matt Beaty",4800,11.1,2.3
"PIT","@MIL - Lauer ( L )","Dan Vogelbach","Kevin Newman",8900,11.1,1.2
"CHC","TB - McClanahan ( L )","Jason Heyward","Seiya Suzuki",8400,11.1,1.3
"MIL","PIT - Thompson ( R )","Keston Hiura","Kolten Wong",7200,11,1.5
"COL","PHI - Nola ( R )","Connor Joe","Yonathan Daza",6100,11,1.8
"CHC","TB - McClanahan ( L )","Willson Contreras","Yan Gomes",7900,11,1.4
"MIL","PIT - Thompson ( R )","Andrew McCutchen","Keston Hiura",7500,11,1.5
"PIT","@MIL - Lauer ( L )","Dan Vogelbach","Diego Castillo",7500,11,1.5
"TB","@CHC - Hendricks ( R )","Harold Ramirez","Randy Arozarena",8800,11,1.3
"HOU","LAA - Lorenzen ( R )","Joe Perez","Yordan Alvarez",7500,11,1.5
"NYM","SF - Cobb ( R )","Matt Reynolds","Pete Alonso",7200,11,1.5
"NYM","SF - Cobb ( R )","Nick Plummer","Pete Alonso",7200,11,1.5
"OAK","BAL - Watkins ( R )","Kevin Smith","Sheldon Neuse",6000,11,1.8
"SD","CIN - Lodolo ( L )","Eric Hosmer","Jorge Alfaro",7000,11,1.6
"TB","@CHC - Hendricks ( R )","Brett Phillips","Kevin Kiermaier",5800,11,1.9
"NYM","SF - Cobb ( R )","Francisco Lindor","Matt Reynolds",7700,11,1.4
"NYM","SF - Cobb ( R )","Francisco Lindor","Nick Plummer",7700,11,1.4
"HOU","LAA - Lorenzen ( R )","Jose Siri","Kyle Tucker",8100,11,1.4
"PIT","@MIL - Lauer ( L )","Hoy Park","Jake Marisnick",5100,11,2.2
"SF","@NYM - Megill ( R )","Austin Slater","Joc Pederson",6500,11,1.7
"ATL","@LAD - Kershaw ( L )","Dansby Swanson","Manny Pina",6100,11,1.8
"CIN","@SD - Manaea ( L )","Mike Moustakas","Tyler Naquin",5100,11,2.2
"TB","@CHC - Hendricks ( R )","Brett Phillips","Josh Lowe",5700,11,1.9
"PIT","@MIL - Lauer ( L )","Ben Gamel","Kevin Newman",7200,11,1.5
"PIT","@MIL - Lauer ( L )","Bryan Reynolds","Josh VanMeter",7700,11,1.4
"CHC","TB - McClanahan ( L )","Jonathan Villar","Nico Hoerner",8000,11,1.4
"HOU","LAA - Lorenzen ( R )","Jeremy Pena","Niko Goodrum",6900,10.9,1.6
"PIT","@MIL - Lauer ( L )","Ben Gamel","Diego Castillo",5800,10.9,1.9
"SF","@NYM - Megill ( R )","Austin Slater","Darin Ruf",6300,10.9,1.7
"MIL","PIT - Thompson ( R )","Christian Yelich","Victor Caratini",7800,10.9,1.4
"LAD","ATL - Ynoa ( R )","Austin Barnes","Edwin Rios",5000,10.9,2.2
"CIN","@SD - Manaea ( L )","Brandon Drury","Tyler Naquin",4900,10.9,2.2
"SD","CIN - Lodolo ( L )","Jorge Alfaro","Matt Beaty",5900,10.9,1.8
"BAL","@OAK - Montas ( R )","Anthony Bemboom","Austin Hays",5500,10.9,2
"SF","@NYM - Megill ( R )","Joc Pederson","Tommy La Stella",5900,10.8,1.8
"PIT","@MIL - Lauer ( L )","Andrew Knapp","Bryan Reynolds",7500,10.8,1.4
"OAK","BAL - Watkins ( R )","Billy McKinney","Stephen Vogt",5800,10.8,1.9
"SD","CIN - Lodolo ( L )","Jose Azocar","Trent Grisham",5900,10.8,1.8
"BAL","@OAK - Montas ( R )","Cedric Mullins","Ryan McKenna",7100,10.8,1.5
"CHC","TB - McClanahan ( L )","Nico Hoerner","Rafael Ortega",7600,10.8,1.4
"SD","CIN - Lodolo ( L )","C.J. Abrams","Jurickson Profar",5100,10.8,2.1
"SF","@NYM - Megill ( R )","Darin Ruf","Tommy La Stella",5700,10.8,1.9
"BAL","@OAK - Montas ( R )","Cedric Mullins","Chris Owings",7800,10.8,1.4
"ATL","@LAD - Kershaw ( L )","Guillermo Heredia","Matt Olson",6800,10.8,1.6
"HOU","LAA - Lorenzen ( R )","Aledmys Diaz","Michael Brantley",7800,10.8,1.4
"PIT","@MIL - Lauer ( L )","Dan Vogelbach","Yoshi Tsutsugo",8500,10.8,1.3
"SF","@NYM - Megill ( R )","Curt Casali","Joc Pederson",6000,10.8,1.8
"OAK","BAL - Watkins ( R )","Billy McKinney","Drew Jackson",4600,10.8,2.3
"HOU","LAA - Lorenzen ( R )","Aledmys Diaz","Jose Altuve",9300,10.8,1.2
"CIN","@SD - Manaea ( L )","Aramis Garcia","Aristides Aquino",4200,10.8,2.6
"HOU","LAA - Lorenzen ( R )","Jose Siri","Yuli Gurriel",7200,10.7,1.5
"TB","@CHC - Hendricks ( R )","Brett Phillips","Yandy Diaz",7300,10.7,1.5
"MIL","PIT - Thompson ( R )","Christian Yelich","Mike Brosseau",7800,10.7,1.4
"MIL","PIT - Thompson ( R )","Keston Hiura","Rowdy Tellez",6100,10.7,1.8
"HOU","LAA - Lorenzen ( R )","Jason Castro","Michael Brantley",6300,10.7,1.7
"SF","@NYM - Megill ( R )","Curt Casali","Darin Ruf",5800,10.7,1.8
"OAK","BAL - Watkins ( R )","Billy McKinney","Christian Bethancourt",4600,10.7,2.3
"COL","PHI - Nola ( R )","Colton Welker","Ryan McMahon",6500,10.7,1.6
"HOU","LAA - Lorenzen ( R )","Jason Castro","Jose Altuve",7800,10.7,1.4
"BAL","@OAK - Montas ( R )","Anthony Bemboom","Ryan Mountcastle",5800,10.7,1.8
"COL","PHI - Nola ( R )","Dom Nunez","Jose Iglesias",6600,10.7,1.6
"SF","@NYM - Megill ( R )","Joc Pederson","Luke Williams",5500,10.7,1.9
"PIT","@MIL - Lauer ( L )","Ben Gamel","Yoshi Tsutsugo",6800,10.7,1.6
"OAK","BAL - Watkins ( R )","Billy McKinney","Stephen Piscotty",5800,10.7,1.8
"OAK","BAL - Watkins ( R )","Elvis Andrus","Stephen Vogt",6500,10.7,1.6
"MIL","PIT - Thompson ( R )","Victor Caratini","Willy Adames",7700,10.6,1.4
"PHI","@COL - Kuhl ( R )","Alec Bohm","Johan Camargo",6200,10.6,1.7
"ATL","@LAD - Kershaw ( L )","Adam Duvall","Guillermo Heredia",5600,10.6,1.9
"ATL","@LAD - Kershaw ( L )","Alex Dickerson","Orlando Arcia",4900,10.6,2.2
"HOU","LAA - Lorenzen ( R )","Alex Bregman","Jose Siri",8400,10.6,1.3
"BAL","@OAK - Montas ( R )","Anthony Bemboom","Trey Mancini",5000,10.6,2.1
"HOU","LAA - Lorenzen ( R )","Joe Perez","Michael Brantley",6000,10.6,1.8
"SF","@NYM - Megill ( R )","Darin Ruf","Luke Williams",5300,10.6,2
"HOU","LAA - Lorenzen ( R )","Joe Perez","Jose Altuve",7500,10.6,1.4
"PIT","@MIL - Lauer ( L )","Hoy Park","Kevin Newman",6800,10.6,1.6
"SF","@NYM - Megill ( R )","Joc Pederson","Mauricio Dubon",6300,10.6,1.7
"TB","@CHC - Hendricks ( R )","Harold Ramirez","Mike Zunino",8600,10.6,1.2
"OAK","BAL - Watkins ( R )","Drew Jackson","Elvis Andrus",5300,10.6,2
"CHC","TB - McClanahan ( L )","Jason Heyward","Michael Hermosillo",6300,10.6,1.7
"SD","CIN - Lodolo ( L )","C.J. Abrams","Jorge Alfaro",6200,10.6,1.7
"PIT","@MIL - Lauer ( L )","Diego Castillo","Hoy Park",5400,10.6,2
"HOU","LAA - Lorenzen ( R )","Aledmys Diaz","Kyle Tucker",8800,10.6,1.2
"COL","PHI - Nola ( R )","Alan Trejo","Elias Diaz",6200,10.6,1.7
"CIN","@SD - Manaea ( L )","Aramis Garcia","Tyler Stephenson",4900,10.6,2.2
"SF","@NYM - Megill ( R )","Darin Ruf","Mauricio Dubon",6100,10.5,1.7
"OAK","BAL - Watkins ( R )","Christian Bethancourt","Elvis Andrus",5300,10.5,2
"COL","PHI - Nola ( R )","Charlie Blackmon","Colton Welker",6100,10.5,1.7
"MIL","PIT - Thompson ( R )","Kolten Wong","Victor Caratini",7000,10.5,1.5
"MIL","PIT - Thompson ( R )","Andrew McCutchen","Victor Caratini",7300,10.5,1.4
"HOU","LAA - Lorenzen ( R )","Jason Castro","Kyle Tucker",7300,10.5,1.4
"CIN","@SD - Manaea ( L )","Jake Fraley","Tyler Naquin",5100,10.5,2.1
"SD","CIN - Lodolo ( L )","Jose Azocar","Wil Myers",5100,10.5,2.1
"PIT","@MIL - Lauer ( L )","Josh VanMeter","Ke'Bryan Hayes",7400,10.5,1.4
"OAK","BAL - Watkins ( R )","Elvis Andrus","Stephen Piscotty",6500,10.5,1.6
"SD","CIN - Lodolo ( L )","Jake Cronenworth","Jose Azocar",6200,10.5,1.7
"BAL","@OAK - Montas ( R )","Cedric Mullins","Kelvin Gutierrez",7400,10.5,1.4
"LAD","ATL - Ynoa ( R )","Austin Barnes","Gavin Lux",6200,10.5,1.7
"OAK","BAL - Watkins ( R )","Austin Allen","Billy McKinney",5100,10.5,2.1
"COL","PHI - Nola ( R )","Colton Welker","Randal Grichuk",5300,10.5,2
"SD","CIN - Lodolo ( L )","Jose Azocar","Luke Voit",5300,10.5,2
"MIL","PIT - Thompson ( R )","Keston Hiura","Lorenzo Cain",6500,10.5,1.6
"HOU","LAA - Lorenzen ( R )","Chas McCormick","Jose Siri",6100,10.5,1.7
"OAK","BAL - Watkins ( R )","Cristian Pache","Kevin Smith",5300,10.4,2
"HOU","LAA - Lorenzen ( R )","Joe Perez","Kyle Tucker",7000,10.4,1.5
"MIL","PIT - Thompson ( R )","Mike Brosseau","Willy Adames",7700,10.4,1.4
"CIN","@SD - Manaea ( L )","Donovan Solano","Jonathan India",6400,10.4,1.6
"ATL","@LAD - Kershaw ( L )","Guillermo Heredia","Travis d'Arnaud",5400,10.4,1.9
"TB","@CHC - Hendricks ( R )","Harold Ramirez","Kevin Kiermaier",6900,10.4,1.5
"PIT","@MIL - Lauer ( L )","Andrew Knapp","Ke'Bryan Hayes",7200,10.4,1.4
"TB","@CHC - Hendricks ( R )","Francisco Mejia","Manuel Margot",6300,10.4,1.6
"NYM","SF - Cobb ( R )","Eduardo Escobar","Tomas Nido",7000,10.4,1.5
"TB","@CHC - Hendricks ( R )","Harold Ramirez","Josh Lowe",6800,10.3,1.5
"ATL","@LAD - Kershaw ( L )","Austin Riley","Guillermo Heredia",6300,10.3,1.6
"MIL","PIT - Thompson ( R )","Kolten Wong","Mike Brosseau",7000,10.3,1.5
"OAK","BAL - Watkins ( R )","Austin Allen","Elvis Andrus",5800,10.3,1.8
"MIL","PIT - Thompson ( R )","Andrew McCutchen","Mike Brosseau",7300,10.3,1.4
"HOU","LAA - Lorenzen ( R )","Aledmys Diaz","Yuli Gurriel",7900,10.3,1.3
"NYM","SF - Cobb ( R )","Robinson Cano","Tomas Nido",6100,10.3,1.7
"PIT","@MIL - Lauer ( L )","Cole Tucker","Dan Vogelbach",7800,10.3,1.3
"SF","@NYM - Megill ( R )","Austin Slater","Wilmer Flores",6800,10.3,1.5
"COL","PHI - Nola ( R )","Ryan McMahon","Yonathan Daza",6400,10.3,1.6
"PIT","@MIL - Lauer ( L )","Hoy Park","Yoshi Tsutsugo",6400,10.3,1.6
"CIN","@SD - Manaea ( L )","Donovan Solano","Tommy Pham",5400,10.3,1.9
"HOU","LAA - Lorenzen ( R )","Jason Castro","Yuli Gurriel",6400,10.3,1.6
"CIN","@SD - Manaea ( L )","Alejo Lopez","Jonathan India",5700,10.2,1.8
"ATL","@LAD - Kershaw ( L )","Manny Pina","Orlando Arcia",4300,10.2,2.4
"COL","PHI - Nola ( R )","Brendan Rodgers","Colton Welker",6000,10.2,1.7
"MIL","PIT - Thompson ( R )","Rowdy Tellez","Victor Caratini",5900,10.2,1.7
"HOU","LAA - Lorenzen ( R )","Aledmys Diaz","Alex Bregman",9100,10.2,1.1
"PIT","@MIL - Lauer ( L )","Ben Gamel","Cole Tucker",6100,10.2,1.7
"LAD","ATL - Ynoa ( R )","Chris Taylor","Hanser Alberto",6100,10.2,1.7
"HOU","LAA - Lorenzen ( R )","Joe Perez","Yuli Gurriel",6100,10.2,1.7
"HOU","LAA - Lorenzen ( R )","Alex Bregman","Jason Castro",7600,10.2,1.3
"SF","@NYM - Megill ( R )","Tommy La Stella","Wilmer Flores",6200,10.1,1.6
"COL","PHI - Nola ( R )","Charlie Blackmon","Yonathan Daza",6000,10.1,1.7
"NYM","SF - Cobb ( R )","Brandon Nimmo","Eduardo Escobar",8300,10.1,1.2
"BAL","@OAK - Montas ( R )","Anthony Bemboom","Rougned Odor",5300,10.1,1.9
"CIN","@SD - Manaea ( L )","Colin Moran","Jonathan India",6500,10.1,1.6
"CIN","@SD - Manaea ( L )","Alejo Lopez","Tommy Pham",4700,10.1,2.2
"TB","@CHC - Hendricks ( R )","Harold Ramirez","Yandy Diaz",8400,10.1,1.2
"NYM","SF - Cobb ( R )","Brandon Nimmo","Robinson Cano",7400,10.1,1.4
"BAL","@OAK - Montas ( R )","Anthony Bemboom","Ramon Urias",5600,10.1,1.8
"COL","PHI - Nola ( R )","Randal Grichuk","Yonathan Daza",5200,10.1,1.9
"NYM","SF - Cobb ( R )","Eduardo Escobar","Mark Canha",7700,10.1,1.3
"SD","CIN - Lodolo ( L )","Austin Nola","Jose Azocar",5600,10.1,1.8
"OAK","BAL - Watkins ( R )","Chad Pinder","Stephen Vogt",6100,10.1,1.7
"HOU","LAA - Lorenzen ( R )","Alex Bregman","Joe Perez",7300,10.1,1.4
"CHC","TB - McClanahan ( L )","Jonathan Villar","Rafael Ortega",8400,10.1,1.2
"SF","@NYM - Megill ( R )","Curt Casali","Wilmer Flores",6300,10.1,1.6
"HOU","LAA - Lorenzen ( R )","Aledmys Diaz","Chas McCormick",6800,10,1.5
"SF","@NYM - Megill ( R )","Austin Slater","Thairo Estrada",7100,10,1.4
"NYM","SF - Cobb ( R )","Mark Canha","Robinson Cano",6800,10,1.5
"CHC","TB - McClanahan ( L )","Jason Heyward","Nico Hoerner",6900,10,1.5
"ATL","@LAD - Kershaw ( L )","Guillermo Heredia","Marcell Ozuna",6100,10,1.6
"OAK","BAL - Watkins ( R )","Chad Pinder","Drew Jackson",4900,10,2
"MIL","PIT - Thompson ( R )","Mike Brosseau","Rowdy Tellez",5900,10,1.7
"CIN","@SD - Manaea ( L )","Colin Moran","Tommy Pham",5500,10,1.8
"HOU","LAA - Lorenzen ( R )","Chas McCormick","Jason Castro",5300,10,1.9
"SF","@NYM - Megill ( R )","Luke Williams","Wilmer Flores",5800,10,1.7
"CHC","TB - McClanahan ( L )","Nick Madrigal","Yan Gomes",7200,10,1.4
"MIL","PIT - Thompson ( R )","Lorenzo Cain","Victor Caratini",6300,10,1.6
"BAL","@OAK - Montas ( R )","Anthony Bemboom","Anthony Santander",5600,10,1.8
"OAK","BAL - Watkins ( R )","Chad Pinder","Christian Bethancourt",4900,10,2
"LAD","ATL - Ynoa ( R )","Hanser Alberto","Justin Turner",5900,10,1.7
"CHC","TB - McClanahan ( L )","Frank Schwindel","Yan Gomes",7600,10,1.3
"NYM","SF - Cobb ( R )","Jeff McNeil","Tomas Nido",6200,9.9,1.6
"CIN","@SD - Manaea ( L )","Aramis Garcia","Joey Votto",5800,9.9,1.7
"SD","CIN - Lodolo ( L )","Ha-Seong Kim","Jose Azocar",4800,9.9,2.1
"CIN","@SD - Manaea ( L )","Aristides Aquino","Donovan Solano",4800,9.9,2.1
"PIT","@MIL - Lauer ( L )","Dan Vogelbach","Roberto Perez",8300,9.9,1.2
"OAK","BAL - Watkins ( R )","Chad Pinder","Stephen Piscotty",6100,9.9,1.6
"HOU","LAA - Lorenzen ( R )","Chas McCormick","Joe Perez",5000,9.9,2
"SF","@NYM - Megill ( R )","Mauricio Dubon","Wilmer Flores",6600,9.9,1.5
"SF","@NYM - Megill ( R )","Thairo Estrada","Tommy La Stella",6500,9.9,1.5
"SF","@NYM - Megill ( R )","Austin Slater","Steven Duggar",5800,9.9,1.7
"TB","@CHC - Hendricks ( R )","Brett Phillips","Taylor Walls",5500,9.9,1.8
"COL","PHI - Nola ( R )","Alan Trejo","Jose Iglesias",6100,9.9,1.6
"COL","PHI - Nola ( R )","Dom Nunez","Sam Hilliard",5700,9.9,1.7
"CHC","TB - McClanahan ( L )","Clint Frazier","Yan Gomes",6900,9.9,1.4
"PIT","@MIL - Lauer ( L )","Cole Tucker","Hoy Park",5700,9.8,1.7
"NYM","SF - Cobb ( R )","Eduardo Escobar","J.D. Davis",7700,9.8,1.3
"LAD","ATL - Ynoa ( R )","Cody Bellinger","Hanser Alberto",5100,9.8,1.9
