Team,Player1,Salary1,Proj1,Player2,Salary2,Proj2,Player3,Salary3,Proj3
BOS,Grant Williams,3800,13.43,Marcus Smart,5400,26.54,Romeo Langford,3400,10.07
BOS,Grant Williams,3800,13.43,Robert Williams,5600,29.05,Romeo Langford,3400,10.07
BOS,Jaylen Brown,9100,30.15,Jayson Tatum,10100,44.81,Marcus Smart,5400,26.54
BOS,Jaylen Brown,9100,30.15,Jayson Tatum,10100,44.81,Robert Williams,5600,29.05
BOS,Jaylen Brown,9100,30.15,Jayson Tatum,10100,44.81,Romeo Langford,3400,10.07
BOS,Jaylen Brown,9100,30.15,Marcus Smart,5400,26.54,Robert Williams,5600,29.05
BOS,Jaylen Brown,9100,30.15,Marcus Smart,5400,26.54,Romeo Langford,3400,10.07
BOS,Jaylen Brown,9100,30.15,Robert Williams,5600,29.05,Romeo Langford,3400,10.07
BOS,Jayson Tatum,10100,44.81,Marcus Smart,5400,26.54,Robert Williams,5600,29.05
BOS,Jayson Tatum,10100,44.81,Marcus Smart,5400,26.54,Romeo Langford,3400,10.07
BOS,Jayson Tatum,10100,44.81,Robert Williams,5600,29.05,Romeo Langford,3400,10.07
BOS,Marcus Smart,5400,26.54,Robert Williams,5600,29.05,Romeo Langford,3400,10.07
SA,Dejounte Murray,9600,44.79,Derrick White,5300,28.19,Devin Vassell,4700,21.11
SA,Dejounte Murray,9600,44.79,Derrick White,5300,28.19,Doug McDermott,3700,14.15
SA,Dejounte Murray,9600,44.79,Derrick White,5300,28.19,Drew Eubanks,3900,12.9
SA,Dejounte Murray,9600,44.79,Derrick White,5300,28.19,Jakob Poeltl,5700,28.42
SA,Dejounte Murray,9600,44.79,Derrick White,5300,28.19,Keldon Johnson,5500,27.36
SA,Dejounte Murray,9600,44.79,Derrick White,5300,28.19,Lonnie Walker,3800,17.91
SA,Dejounte Murray,9600,44.79,Derrick White,5300,28.19,Thaddeus Young,4100,8.24
SA,Dejounte Murray,9600,44.79,Devin Vassell,4700,21.11,Doug McDermott,3700,14.15
SA,Dejounte Murray,9600,44.79,Devin Vassell,4700,21.11,Drew Eubanks,3900,12.9
SA,Dejounte Murray,9600,44.79,Devin Vassell,4700,21.11,Jakob Poeltl,5700,28.42
SA,Dejounte Murray,9600,44.79,Devin Vassell,4700,21.11,Keldon Johnson,5500,27.36
SA,Dejounte Murray,9600,44.79,Devin Vassell,4700,21.11,Lonnie Walker,3800,17.91
SA,Dejounte Murray,9600,44.79,Devin Vassell,4700,21.11,Thaddeus Young,4100,8.24
SA,Dejounte Murray,9600,44.79,Doug McDermott,3700,14.15,Drew Eubanks,3900,12.9
SA,Dejounte Murray,9600,44.79,Doug McDermott,3700,14.15,Jakob Poeltl,5700,28.42
SA,Dejounte Murray,9600,44.79,Doug McDermott,3700,14.15,Keldon Johnson,5500,27.36
SA,Dejounte Murray,9600,44.79,Doug McDermott,3700,14.15,Lonnie Walker,3800,17.91
SA,Dejounte Murray,9600,44.79,Doug McDermott,3700,14.15,Thaddeus Young,4100,8.24
SA,Dejounte Murray,9600,44.79,Drew Eubanks,3900,12.9,Jakob Poeltl,5700,28.42
SA,Dejounte Murray,9600,44.79,Drew Eubanks,3900,12.9,Keldon Johnson,5500,27.36
SA,Dejounte Murray,9600,44.79,Drew Eubanks,3900,12.9,Lonnie Walker,3800,17.91
SA,Dejounte Murray,9600,44.79,Drew Eubanks,3900,12.9,Thaddeus Young,4100,8.24
SA,Dejounte Murray,9600,44.79,Jakob Poeltl,5700,28.42,Keldon Johnson,5500,27.36
SA,Dejounte Murray,9600,44.79,Jakob Poeltl,5700,28.42,Lonnie Walker,3800,17.91
SA,Dejounte Murray,9600,44.79,Jakob Poeltl,5700,28.42,Thaddeus Young,4100,8.24
SA,Dejounte Murray,9600,44.79,Keldon Johnson,5500,27.36,Lonnie Walker,3800,17.91
SA,Dejounte Murray,9600,44.79,Keldon Johnson,5500,27.36,Thaddeus Young,4100,8.24
SA,Dejounte Murray,9600,44.79,Lonnie Walker,3800,17.91,Thaddeus Young,4100,8.24
SA,Derrick White,5300,28.19,Devin Vassell,4700,21.11,Doug McDermott,3700,14.15
SA,Derrick White,5300,28.19,Devin Vassell,4700,21.11,Drew Eubanks,3900,12.9
SA,Derrick White,5300,28.19,Devin Vassell,4700,21.11,Jakob Poeltl,5700,28.42
SA,Derrick White,5300,28.19,Devin Vassell,4700,21.11,Keldon Johnson,5500,27.36
SA,Derrick White,5300,28.19,Devin Vassell,4700,21.11,Lonnie Walker,3800,17.91
SA,Derrick White,5300,28.19,Devin Vassell,4700,21.11,Thaddeus Young,4100,8.24
SA,Derrick White,5300,28.19,Doug McDermott,3700,14.15,Drew Eubanks,3900,12.9
SA,Derrick White,5300,28.19,Doug McDermott,3700,14.15,Jakob Poeltl,5700,28.42
SA,Derrick White,5300,28.19,Doug McDermott,3700,14.15,Keldon Johnson,5500,27.36
SA,Derrick White,5300,28.19,Doug McDermott,3700,14.15,Lonnie Walker,3800,17.91
SA,Derrick White,5300,28.19,Doug McDermott,3700,14.15,Thaddeus Young,4100,8.24
SA,Derrick White,5300,28.19,Drew Eubanks,3900,12.9,Jakob Poeltl,5700,28.42
SA,Derrick White,5300,28.19,Drew Eubanks,3900,12.9,Keldon Johnson,5500,27.36
SA,Derrick White,5300,28.19,Drew Eubanks,3900,12.9,Lonnie Walker,3800,17.91
SA,Derrick White,5300,28.19,Drew Eubanks,3900,12.9,Thaddeus Young,4100,8.24
SA,Derrick White,5300,28.19,Jakob Poeltl,5700,28.42,Keldon Johnson,5500,27.36
SA,Derrick White,5300,28.19,Jakob Poeltl,5700,28.42,Lonnie Walker,3800,17.91
SA,Derrick White,5300,28.19,Jakob Poeltl,5700,28.42,Thaddeus Young,4100,8.24
SA,Derrick White,5300,28.19,Keldon Johnson,5500,27.36,Lonnie Walker,3800,17.91
SA,Derrick White,5300,28.19,Keldon Johnson,5500,27.36,Thaddeus Young,4100,8.24
SA,Derrick White,5300,28.19,Lonnie Walker,3800,17.91,Thaddeus Young,4100,8.24
SA,Devin Vassell,4700,21.11,Doug McDermott,3700,14.15,Drew Eubanks,3900,12.9
SA,Devin Vassell,4700,21.11,Doug McDermott,3700,14.15,Jakob Poeltl,5700,28.42
SA,Devin Vassell,4700,21.11,Doug McDermott,3700,14.15,Keldon Johnson,5500,27.36
SA,Devin Vassell,4700,21.11,Doug McDermott,3700,14.15,Lonnie Walker,3800,17.91
SA,Devin Vassell,4700,21.11,Doug McDermott,3700,14.15,Thaddeus Young,4100,8.24
SA,Devin Vassell,4700,21.11,Drew Eubanks,3900,12.9,Jakob Poeltl,5700,28.42
SA,Devin Vassell,4700,21.11,Drew Eubanks,3900,12.9,Keldon Johnson,5500,27.36
SA,Devin Vassell,4700,21.11,Drew Eubanks,3900,12.9,Lonnie Walker,3800,17.91
SA,Devin Vassell,4700,21.11,Drew Eubanks,3900,12.9,Thaddeus Young,4100,8.24
SA,Devin Vassell,4700,21.11,Jakob Poeltl,5700,28.42,Keldon Johnson,5500,27.36
SA,Devin Vassell,4700,21.11,Jakob Poeltl,5700,28.42,Lonnie Walker,3800,17.91
SA,Devin Vassell,4700,21.11,Jakob Poeltl,5700,28.42,Thaddeus Young,4100,8.24
SA,Devin Vassell,4700,21.11,Keldon Johnson,5500,27.36,Lonnie Walker,3800,17.91
SA,Devin Vassell,4700,21.11,Keldon Johnson,5500,27.36,Thaddeus Young,4100,8.24
SA,Devin Vassell,4700,21.11,Lonnie Walker,3800,17.91,Thaddeus Young,4100,8.24
SA,Doug McDermott,3700,14.15,Drew Eubanks,3900,12.9,Jakob Poeltl,5700,28.42
SA,Doug McDermott,3700,14.15,Drew Eubanks,3900,12.9,Keldon Johnson,5500,27.36
SA,Doug McDermott,3700,14.15,Drew Eubanks,3900,12.9,Lonnie Walker,3800,17.91
SA,Doug McDermott,3700,14.15,Drew Eubanks,3900,12.9,Thaddeus Young,4100,8.24
SA,Doug McDermott,3700,14.15,Jakob Poeltl,5700,28.42,Keldon Johnson,5500,27.36
SA,Doug McDermott,3700,14.15,Jakob Poeltl,5700,28.42,Lonnie Walker,3800,17.91
SA,Doug McDermott,3700,14.15,Jakob Poeltl,5700,28.42,Thaddeus Young,4100,8.24
SA,Doug McDermott,3700,14.15,Keldon Johnson,5500,27.36,Lonnie Walker,3800,17.91
SA,Doug McDermott,3700,14.15,Keldon Johnson,5500,27.36,Thaddeus Young,4100,8.24
SA,Doug McDermott,3700,14.15,Lonnie Walker,3800,17.91,Thaddeus Young,4100,8.24
SA,Drew Eubanks,3900,12.9,Jakob Poeltl,5700,28.42,Keldon Johnson,5500,27.36
SA,Drew Eubanks,3900,12.9,Jakob Poeltl,5700,28.42,Lonnie Walker,3800,17.91
SA,Drew Eubanks,3900,12.9,Jakob Poeltl,5700,28.42,Thaddeus Young,4100,8.24
SA,Drew Eubanks,3900,12.9,Keldon Johnson,5500,27.36,Lonnie Walker,3800,17.91
SA,Drew Eubanks,3900,12.9,Keldon Johnson,5500,27.36,Thaddeus Young,4100,8.24
SA,Drew Eubanks,3900,12.9,Lonnie Walker,3800,17.91,Thaddeus Young,4100,8.24
SA,Jakob Poeltl,5700,28.42,Keldon Johnson,5500,27.36,Lonnie Walker,3800,17.91
SA,Jakob Poeltl,5700,28.42,Keldon Johnson,5500,27.36,Thaddeus Young,4100,8.24
SA,Jakob Poeltl,5700,28.42,Lonnie Walker,3800,17.91,Thaddeus Young,4100,8.24
SA,Keldon Johnson,5500,27.36,Lonnie Walker,3800,17.91,Thaddeus Young,4100,8.24
ATL,Bogdan Bogdanovic,4700,23.26,Cam Reddish,3700,19.74,Clint Capela,7400,34.94
ATL,Bogdan Bogdanovic,4700,23.26,Cam Reddish,3700,19.74,Danilo Gallinari,4400,20.76
ATL,Bogdan Bogdanovic,4700,23.26,Cam Reddish,3700,19.74,Delon Wright,3100,12.58
ATL,Bogdan Bogdanovic,4700,23.26,Cam Reddish,3700,19.74,John Collins,7200,33.7
ATL,Bogdan Bogdanovic,4700,23.26,Cam Reddish,3700,19.74,Kevin Huerter,4600,22.91
ATL,Bogdan Bogdanovic,4700,23.26,Cam Reddish,3700,19.74,Lou Williams,3200,11.79
ATL,Bogdan Bogdanovic,4700,23.26,Cam Reddish,3700,19.74,Trae Young,9500,43.78
ATL,Bogdan Bogdanovic,4700,23.26,Clint Capela,7400,34.94,Danilo Gallinari,4400,20.76
ATL,Bogdan Bogdanovic,4700,23.26,Clint Capela,7400,34.94,Delon Wright,3100,12.58
ATL,Bogdan Bogdanovic,4700,23.26,Clint Capela,7400,34.94,John Collins,7200,33.7
ATL,Bogdan Bogdanovic,4700,23.26,Clint Capela,7400,34.94,Kevin Huerter,4600,22.91
ATL,Bogdan Bogdanovic,4700,23.26,Clint Capela,7400,34.94,Lou Williams,3200,11.79
ATL,Bogdan Bogdanovic,4700,23.26,Clint Capela,7400,34.94,Trae Young,9500,43.78
ATL,Bogdan Bogdanovic,4700,23.26,Danilo Gallinari,4400,20.76,Delon Wright,3100,12.58
ATL,Bogdan Bogdanovic,4700,23.26,Danilo Gallinari,4400,20.76,John Collins,7200,33.7
ATL,Bogdan Bogdanovic,4700,23.26,Danilo Gallinari,4400,20.76,Kevin Huerter,4600,22.91
ATL,Bogdan Bogdanovic,4700,23.26,Danilo Gallinari,4400,20.76,Lou Williams,3200,11.79
ATL,Bogdan Bogdanovic,4700,23.26,Danilo Gallinari,4400,20.76,Trae Young,9500,43.78
ATL,Bogdan Bogdanovic,4700,23.26,Delon Wright,3100,12.58,John Collins,7200,33.7
ATL,Bogdan Bogdanovic,4700,23.26,Delon Wright,3100,12.58,Kevin Huerter,4600,22.91
ATL,Bogdan Bogdanovic,4700,23.26,Delon Wright,3100,12.58,Lou Williams,3200,11.79
ATL,Bogdan Bogdanovic,4700,23.26,Delon Wright,3100,12.58,Trae Young,9500,43.78
ATL,Bogdan Bogdanovic,4700,23.26,John Collins,7200,33.7,Kevin Huerter,4600,22.91
ATL,Bogdan Bogdanovic,4700,23.26,John Collins,7200,33.7,Lou Williams,3200,11.79
ATL,Bogdan Bogdanovic,4700,23.26,John Collins,7200,33.7,Trae Young,9500,43.78
ATL,Bogdan Bogdanovic,4700,23.26,Kevin Huerter,4600,22.91,Lou Williams,3200,11.79
ATL,Bogdan Bogdanovic,4700,23.26,Kevin Huerter,4600,22.91,Trae Young,9500,43.78
ATL,Bogdan Bogdanovic,4700,23.26,Lou Williams,3200,11.79,Trae Young,9500,43.78
ATL,Cam Reddish,3700,19.74,Clint Capela,7400,34.94,Danilo Gallinari,4400,20.76
ATL,Cam Reddish,3700,19.74,Clint Capela,7400,34.94,Delon Wright,3100,12.58
ATL,Cam Reddish,3700,19.74,Clint Capela,7400,34.94,John Collins,7200,33.7
ATL,Cam Reddish,3700,19.74,Clint Capela,7400,34.94,Kevin Huerter,4600,22.91
ATL,Cam Reddish,3700,19.74,Clint Capela,7400,34.94,Lou Williams,3200,11.79
ATL,Cam Reddish,3700,19.74,Clint Capela,7400,34.94,Trae Young,9500,43.78
ATL,Cam Reddish,3700,19.74,Danilo Gallinari,4400,20.76,Delon Wright,3100,12.58
ATL,Cam Reddish,3700,19.74,Danilo Gallinari,4400,20.76,John Collins,7200,33.7
ATL,Cam Reddish,3700,19.74,Danilo Gallinari,4400,20.76,Kevin Huerter,4600,22.91
ATL,Cam Reddish,3700,19.74,Danilo Gallinari,4400,20.76,Lou Williams,3200,11.79
ATL,Cam Reddish,3700,19.74,Danilo Gallinari,4400,20.76,Trae Young,9500,43.78
ATL,Cam Reddish,3700,19.74,Delon Wright,3100,12.58,John Collins,7200,33.7
ATL,Cam Reddish,3700,19.74,Delon Wright,3100,12.58,Kevin Huerter,4600,22.91
ATL,Cam Reddish,3700,19.74,Delon Wright,3100,12.58,Lou Williams,3200,11.79
ATL,Cam Reddish,3700,19.74,Delon Wright,3100,12.58,Trae Young,9500,43.78
ATL,Cam Reddish,3700,19.74,John Collins,7200,33.7,Kevin Huerter,4600,22.91
ATL,Cam Reddish,3700,19.74,John Collins,7200,33.7,Lou Williams,3200,11.79
ATL,Cam Reddish,3700,19.74,John Collins,7200,33.7,Trae Young,9500,43.78
ATL,Cam Reddish,3700,19.74,Kevin Huerter,4600,22.91,Lou Williams,3200,11.79
ATL,Cam Reddish,3700,19.74,Kevin Huerter,4600,22.91,Trae Young,9500,43.78
ATL,Cam Reddish,3700,19.74,Lou Williams,3200,11.79,Trae Young,9500,43.78
ATL,Clint Capela,7400,34.94,Danilo Gallinari,4400,20.76,Delon Wright,3100,12.58
ATL,Clint Capela,7400,34.94,Danilo Gallinari,4400,20.76,John Collins,7200,33.7
ATL,Clint Capela,7400,34.94,Danilo Gallinari,4400,20.76,Kevin Huerter,4600,22.91
ATL,Clint Capela,7400,34.94,Danilo Gallinari,4400,20.76,Lou Williams,3200,11.79
ATL,Clint Capela,7400,34.94,Danilo Gallinari,4400,20.76,Trae Young,9500,43.78
ATL,Clint Capela,7400,34.94,Delon Wright,3100,12.58,John Collins,7200,33.7
ATL,Clint Capela,7400,34.94,Delon Wright,3100,12.58,Kevin Huerter,4600,22.91
ATL,Clint Capela,7400,34.94,Delon Wright,3100,12.58,Lou Williams,3200,11.79
ATL,Clint Capela,7400,34.94,Delon Wright,3100,12.58,Trae Young,9500,43.78
ATL,Clint Capela,7400,34.94,John Collins,7200,33.7,Kevin Huerter,4600,22.91
ATL,Clint Capela,7400,34.94,John Collins,7200,33.7,Lou Williams,3200,11.79
ATL,Clint Capela,7400,34.94,John Collins,7200,33.7,Trae Young,9500,43.78
ATL,Clint Capela,7400,34.94,Kevin Huerter,4600,22.91,Lou Williams,3200,11.79
ATL,Clint Capela,7400,34.94,Kevin Huerter,4600,22.91,Trae Young,9500,43.78
ATL,Clint Capela,7400,34.94,Lou Williams,3200,11.79,Trae Young,9500,43.78
ATL,Danilo Gallinari,4400,20.76,Delon Wright,3100,12.58,John Collins,7200,33.7
ATL,Danilo Gallinari,4400,20.76,Delon Wright,3100,12.58,Kevin Huerter,4600,22.91
ATL,Danilo Gallinari,4400,20.76,Delon Wright,3100,12.58,Lou Williams,3200,11.79
ATL,Danilo Gallinari,4400,20.76,Delon Wright,3100,12.58,Trae Young,9500,43.78
ATL,Danilo Gallinari,4400,20.76,John Collins,7200,33.7,Kevin Huerter,4600,22.91
ATL,Danilo Gallinari,4400,20.76,John Collins,7200,33.7,Lou Williams,3200,11.79
ATL,Danilo Gallinari,4400,20.76,John Collins,7200,33.7,Trae Young,9500,43.78
ATL,Danilo Gallinari,4400,20.76,Kevin Huerter,4600,22.91,Lou Williams,3200,11.79
ATL,Danilo Gallinari,4400,20.76,Kevin Huerter,4600,22.91,Trae Young,9500,43.78
ATL,Danilo Gallinari,4400,20.76,Lou Williams,3200,11.79,Trae Young,9500,43.78
ATL,Delon Wright,3100,12.58,John Collins,7200,33.7,Kevin Huerter,4600,22.91
ATL,Delon Wright,3100,12.58,John Collins,7200,33.7,Lou Williams,3200,11.79
ATL,Delon Wright,3100,12.58,John Collins,7200,33.7,Trae Young,9500,43.78
ATL,Delon Wright,3100,12.58,Kevin Huerter,4600,22.91,Lou Williams,3200,11.79
ATL,Delon Wright,3100,12.58,Kevin Huerter,4600,22.91,Trae Young,9500,43.78
ATL,Delon Wright,3100,12.58,Lou Williams,3200,11.79,Trae Young,9500,43.78
ATL,John Collins,7200,33.7,Kevin Huerter,4600,22.91,Lou Williams,3200,11.79
ATL,John Collins,7200,33.7,Kevin Huerter,4600,22.91,Trae Young,9500,43.78
ATL,John Collins,7200,33.7,Lou Williams,3200,11.79,Trae Young,9500,43.78
ATL,Kevin Huerter,4600,22.91,Lou Williams,3200,11.79,Trae Young,9500,43.78
MIA,Bam Adebayo,8400,37.58,Caleb Martin,3400,11.84,Dewayne Dedmon,3500,10.87
MIA,Bam Adebayo,8400,37.58,Caleb Martin,3400,11.84,Duncan Robinson,5000,20.4
MIA,Bam Adebayo,8400,37.58,Caleb Martin,3400,11.84,Jimmy Butler,10000,43.5
MIA,Bam Adebayo,8400,37.58,Caleb Martin,3400,11.84,Kyle Lowry,7600,31.24
MIA,Bam Adebayo,8400,37.58,Caleb Martin,3400,11.84,P.J. Tucker,4200,16.83
MIA,Bam Adebayo,8400,37.58,Caleb Martin,3400,11.84,Tyler Herro,7500,31.51
MIA,Bam Adebayo,8400,37.58,Dewayne Dedmon,3500,10.87,Duncan Robinson,5000,20.4
MIA,Bam Adebayo,8400,37.58,Dewayne Dedmon,3500,10.87,Jimmy Butler,10000,43.5
MIA,Bam Adebayo,8400,37.58,Dewayne Dedmon,3500,10.87,Kyle Lowry,7600,31.24
MIA,Bam Adebayo,8400,37.58,Dewayne Dedmon,3500,10.87,P.J. Tucker,4200,16.83
MIA,Bam Adebayo,8400,37.58,Dewayne Dedmon,3500,10.87,Tyler Herro,7500,31.51
MIA,Bam Adebayo,8400,37.58,Duncan Robinson,5000,20.4,Jimmy Butler,10000,43.5
MIA,Bam Adebayo,8400,37.58,Duncan Robinson,5000,20.4,Kyle Lowry,7600,31.24
MIA,Bam Adebayo,8400,37.58,Duncan Robinson,5000,20.4,P.J. Tucker,4200,16.83
MIA,Bam Adebayo,8400,37.58,Duncan Robinson,5000,20.4,Tyler Herro,7500,31.51
MIA,Bam Adebayo,8400,37.58,Jimmy Butler,10000,43.5,Kyle Lowry,7600,31.24
MIA,Bam Adebayo,8400,37.58,Jimmy Butler,10000,43.5,P.J. Tucker,4200,16.83
MIA,Bam Adebayo,8400,37.58,Jimmy Butler,10000,43.5,Tyler Herro,7500,31.51
MIA,Bam Adebayo,8400,37.58,Kyle Lowry,7600,31.24,P.J. Tucker,4200,16.83
MIA,Bam Adebayo,8400,37.58,Kyle Lowry,7600,31.24,Tyler Herro,7500,31.51
MIA,Bam Adebayo,8400,37.58,P.J. Tucker,4200,16.83,Tyler Herro,7500,31.51
MIA,Caleb Martin,3400,11.84,Dewayne Dedmon,3500,10.87,Duncan Robinson,5000,20.4
MIA,Caleb Martin,3400,11.84,Dewayne Dedmon,3500,10.87,Jimmy Butler,10000,43.5
MIA,Caleb Martin,3400,11.84,Dewayne Dedmon,3500,10.87,Kyle Lowry,7600,31.24
MIA,Caleb Martin,3400,11.84,Dewayne Dedmon,3500,10.87,P.J. Tucker,4200,16.83
MIA,Caleb Martin,3400,11.84,Dewayne Dedmon,3500,10.87,Tyler Herro,7500,31.51
MIA,Caleb Martin,3400,11.84,Duncan Robinson,5000,20.4,Jimmy Butler,10000,43.5
MIA,Caleb Martin,3400,11.84,Duncan Robinson,5000,20.4,Kyle Lowry,7600,31.24
MIA,Caleb Martin,3400,11.84,Duncan Robinson,5000,20.4,P.J. Tucker,4200,16.83
MIA,Caleb Martin,3400,11.84,Duncan Robinson,5000,20.4,Tyler Herro,7500,31.51
MIA,Caleb Martin,3400,11.84,Jimmy Butler,10000,43.5,Kyle Lowry,7600,31.24
MIA,Caleb Martin,3400,11.84,Jimmy Butler,10000,43.5,P.J. Tucker,4200,16.83
MIA,Caleb Martin,3400,11.84,Jimmy Butler,10000,43.5,Tyler Herro,7500,31.51
MIA,Caleb Martin,3400,11.84,Kyle Lowry,7600,31.24,P.J. Tucker,4200,16.83
MIA,Caleb Martin,3400,11.84,Kyle Lowry,7600,31.24,Tyler Herro,7500,31.51
MIA,Caleb Martin,3400,11.84,P.J. Tucker,4200,16.83,Tyler Herro,7500,31.51
MIA,Dewayne Dedmon,3500,10.87,Duncan Robinson,5000,20.4,Jimmy Butler,10000,43.5
MIA,Dewayne Dedmon,3500,10.87,Duncan Robinson,5000,20.4,Kyle Lowry,7600,31.24
MIA,Dewayne Dedmon,3500,10.87,Duncan Robinson,5000,20.4,P.J. Tucker,4200,16.83
MIA,Dewayne Dedmon,3500,10.87,Duncan Robinson,5000,20.4,Tyler Herro,7500,31.51
MIA,Dewayne Dedmon,3500,10.87,Jimmy Butler,10000,43.5,Kyle Lowry,7600,31.24
MIA,Dewayne Dedmon,3500,10.87,Jimmy Butler,10000,43.5,P.J. Tucker,4200,16.83
MIA,Dewayne Dedmon,3500,10.87,Jimmy Butler,10000,43.5,Tyler Herro,7500,31.51
MIA,Dewayne Dedmon,3500,10.87,Kyle Lowry,7600,31.24,P.J. Tucker,4200,16.83
MIA,Dewayne Dedmon,3500,10.87,Kyle Lowry,7600,31.24,Tyler Herro,7500,31.51
MIA,Dewayne Dedmon,3500,10.87,P.J. Tucker,4200,16.83,Tyler Herro,7500,31.51
MIA,Duncan Robinson,5000,20.4,Jimmy Butler,10000,43.5,Kyle Lowry,7600,31.24
MIA,Duncan Robinson,5000,20.4,Jimmy Butler,10000,43.5,P.J. Tucker,4200,16.83
MIA,Duncan Robinson,5000,20.4,Jimmy Butler,10000,43.5,Tyler Herro,7500,31.51
MIA,Duncan Robinson,5000,20.4,Kyle Lowry,7600,31.24,P.J. Tucker,4200,16.83
MIA,Duncan Robinson,5000,20.4,Kyle Lowry,7600,31.24,Tyler Herro,7500,31.51
MIA,Duncan Robinson,5000,20.4,P.J. Tucker,4200,16.83,Tyler Herro,7500,31.51
MIA,Jimmy Butler,10000,43.5,Kyle Lowry,7600,31.24,P.J. Tucker,4200,16.83
MIA,Jimmy Butler,10000,43.5,Kyle Lowry,7600,31.24,Tyler Herro,7500,31.51
MIA,Jimmy Butler,10000,43.5,P.J. Tucker,4200,16.83,Tyler Herro,7500,31.51
MIA,Kyle Lowry,7600,31.24,P.J. Tucker,4200,16.83,Tyler Herro,7500,31.51
LAL,Anthony Davis,11000,43.44,Avery Bradley,3200,11.38,Carmelo Anthony,5000,20.11
LAL,Anthony Davis,11000,43.44,Avery Bradley,3200,11.38,DeAndre Jordan,3000,14.61
LAL,Anthony Davis,11000,43.44,Avery Bradley,3200,11.38,Dwight Howard,3100,11.7
LAL,Anthony Davis,11000,43.44,Avery Bradley,3200,11.38,LeBron James,10800,41.27
LAL,Anthony Davis,11000,43.44,Avery Bradley,3200,11.38,Malik Monk,3900,14.49
LAL,Anthony Davis,11000,43.44,Avery Bradley,3200,11.38,Russell Westbrook,10300,41.72
LAL,Anthony Davis,11000,43.44,Avery Bradley,3200,11.38,Talen Horton-Tucker,5500,21.99
LAL,Anthony Davis,11000,43.44,Carmelo Anthony,5000,20.11,DeAndre Jordan,3000,14.61
LAL,Anthony Davis,11000,43.44,Carmelo Anthony,5000,20.11,Dwight Howard,3100,11.7
LAL,Anthony Davis,11000,43.44,Carmelo Anthony,5000,20.11,LeBron James,10800,41.27
LAL,Anthony Davis,11000,43.44,Carmelo Anthony,5000,20.11,Malik Monk,3900,14.49
LAL,Anthony Davis,11000,43.44,Carmelo Anthony,5000,20.11,Russell Westbrook,10300,41.72
LAL,Anthony Davis,11000,43.44,Carmelo Anthony,5000,20.11,Talen Horton-Tucker,5500,21.99
LAL,Anthony Davis,11000,43.44,DeAndre Jordan,3000,14.61,Dwight Howard,3100,11.7
LAL,Anthony Davis,11000,43.44,DeAndre Jordan,3000,14.61,LeBron James,10800,41.27
LAL,Anthony Davis,11000,43.44,DeAndre Jordan,3000,14.61,Malik Monk,3900,14.49
LAL,Anthony Davis,11000,43.44,DeAndre Jordan,3000,14.61,Russell Westbrook,10300,41.72
LAL,Anthony Davis,11000,43.44,DeAndre Jordan,3000,14.61,Talen Horton-Tucker,5500,21.99
LAL,Anthony Davis,11000,43.44,Dwight Howard,3100,11.7,LeBron James,10800,41.27
LAL,Anthony Davis,11000,43.44,Dwight Howard,3100,11.7,Malik Monk,3900,14.49
LAL,Anthony Davis,11000,43.44,Dwight Howard,3100,11.7,Russell Westbrook,10300,41.72
LAL,Anthony Davis,11000,43.44,Dwight Howard,3100,11.7,Talen Horton-Tucker,5500,21.99
LAL,Anthony Davis,11000,43.44,LeBron James,10800,41.27,Malik Monk,3900,14.49
LAL,Anthony Davis,11000,43.44,LeBron James,10800,41.27,Russell Westbrook,10300,41.72
LAL,Anthony Davis,11000,43.44,LeBron James,10800,41.27,Talen Horton-Tucker,5500,21.99
LAL,Anthony Davis,11000,43.44,Malik Monk,3900,14.49,Russell Westbrook,10300,41.72
LAL,Anthony Davis,11000,43.44,Malik Monk,3900,14.49,Talen Horton-Tucker,5500,21.99
LAL,Anthony Davis,11000,43.44,Russell Westbrook,10300,41.72,Talen Horton-Tucker,5500,21.99
LAL,Avery Bradley,3200,11.38,Carmelo Anthony,5000,20.11,DeAndre Jordan,3000,14.61
LAL,Avery Bradley,3200,11.38,Carmelo Anthony,5000,20.11,Dwight Howard,3100,11.7
LAL,Avery Bradley,3200,11.38,Carmelo Anthony,5000,20.11,LeBron James,10800,41.27
LAL,Avery Bradley,3200,11.38,Carmelo Anthony,5000,20.11,Malik Monk,3900,14.49
LAL,Avery Bradley,3200,11.38,Carmelo Anthony,5000,20.11,Russell Westbrook,10300,41.72
LAL,Avery Bradley,3200,11.38,Carmelo Anthony,5000,20.11,Talen Horton-Tucker,5500,21.99
LAL,Avery Bradley,3200,11.38,DeAndre Jordan,3000,14.61,Dwight Howard,3100,11.7
LAL,Avery Bradley,3200,11.38,DeAndre Jordan,3000,14.61,LeBron James,10800,41.27
LAL,Avery Bradley,3200,11.38,DeAndre Jordan,3000,14.61,Malik Monk,3900,14.49
LAL,Avery Bradley,3200,11.38,DeAndre Jordan,3000,14.61,Russell Westbrook,10300,41.72
LAL,Avery Bradley,3200,11.38,DeAndre Jordan,3000,14.61,Talen Horton-Tucker,5500,21.99
LAL,Avery Bradley,3200,11.38,Dwight Howard,3100,11.7,LeBron James,10800,41.27
LAL,Avery Bradley,3200,11.38,Dwight Howard,3100,11.7,Malik Monk,3900,14.49
LAL,Avery Bradley,3200,11.38,Dwight Howard,3100,11.7,Russell Westbrook,10300,41.72
